Metric,Dec.  2020,Dec.  2019,Dec.  2018,Company,cik_str,0,1,2,Sep.  2020,Jun.  2020,Mar.  2020,Sep.  2019,Jun.  2019,Mar.  2019,Jul.  2021,Jul.  2020,Jul.  2019,Jun.  2021,Oct.  2021,Oct.  2020,Jan.  2021,Sep.  2021,Oct.  2019,Mar.  2021,Nov.  2020,Aug.  2020,Feb.  2020,Nov.  2019,Aug.  2019,May  2020,May  2019,Feb.  2019,Jan.  2020,Jun.  2018,May  2021,Nov.  2018,Apr.  2021,Apr.  2020,Apr.  2019,Jan.  2019,"Dec.  2020 
Trade_Names 
metropolitan_area 
segment","Dec.  2020 
USD ($) 
$ ","Dec.  2019 
USD ($) 
$ ","Dec.  2018 
USD ($) 
$ ",3,"Mar.  2021 
USD ($)",Sep.  2018,"Dec.  2020 
USD ($) 
mi","Sep.  2020 
USD ($)","Jun.  2020 
USD ($)","Mar.  2020 
USD ($)","Dec.  2019 
USD ($)","Sep.  2019 
USD ($)","Jun.  2019 
USD ($)","Mar.  2019 
USD ($)","Dec.  2020 
USD ($) 
segment 
mi","Dec.  2018 
USD ($)",Aug.  2021,Feb.  2021
Revenue,,,,MICROSOFT CORP (Filer) , 0000789019,,,,,143015000000,,,125843000000,,,,,168088000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,MICROSOFT CORP (Filer) , 0000789019,,,,,143015000000,,,125843000000,,,,,168088000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,MICROSOFT CORP (Filer) , 0000789019,,,,,143015000000,,,125843000000,,,,,168088000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmentcredit,,,,MICROSOFT CORP (Filer) , 0000789019,,,,,-1.1,,,-1.1,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MICROSOFT CORP (Filer) , 0000789019,Unearnedrevenue,2659000000,1553000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MICROSOFT CORP (Filer) , 0000789019,Unearnedrevenue,2659000000,1553000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rentalandotherpropertyrevenues,1677984000,1641017000,1571346000,MID AMERICA APARTMENT COMMUNITIES INC. (Filer) , 0000912595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adjustmentfornetlosses-gainsreclassifiedtonetincomefromderivativeinstruments,1088000,-1747000,-1938000,MID AMERICA APARTMENT COMMUNITIES INC. (Filer) , 0000912595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,803395000.0,60209000.0,135068000.0,"Moderna, Inc. (Filer) ", 0001682852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,803395000.0,60209000.0,135068000.0,"Moderna, Inc. (Filer) ", 0001682852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,803395000.0,60209000.0,135068000.0,"Moderna, Inc. (Filer) ", 0001682852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federalresearchanddevelopmentcredits,3.8,2.5,1.5,"Moderna, Inc. (Filer) ", 0001682852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Moderna, Inc. (Filer) ", 0001682852,Capitalizedlicensesresearchanddevelopmentandstart-upcosts,13985000,19891000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Moderna, Inc. (Filer) ", 0001682852,Capitalizedlicensesresearchanddevelopmentandstart-upcosts,13985000,19891000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,9552197000,9970672000,9983634000,MOHAWK INDUSTRIES INC (Filer) , 0000851968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investmentincomeandotherrevenue,76000000.0,132000000.0,125000000.0,"MOLINA HEALTHCARE, INC. (Filer) ", 0001179929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investmentincomeandotherrevenue,76000000,132000000,125000000,"MOLINA HEALTHCARE, INC. (Filer) ", 0001179929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,11723800000.0,13009100000.0,13338000000.0,MOLSON COORS BEVERAGE CO (Filer) , 0000024545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossForeignCurrencyTransactionandTranslationReclassificationAdjustmentfromAOCIRealizeduponSaleorLiquidationNetofTax,0.0,0.0,6000000.0,MOLSON COORS BEVERAGE CO (Filer) , 0000024545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,26581000000,25868000000,25938000000,"Mondelez International, Inc. (Filer) ", 0001103982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,26581000000,25868000000,25938000000,"Mondelez International, Inc. (Filer) ", 0001103982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,26581000000,25868000000,25938000000,"Mondelez International, Inc. (Filer) ", 0001103982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,26581000000,25868000000,25938000000,"Mondelez International, Inc. (Filer) ", 0001103982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,26581000000,25868000000,25938000000,"Mondelez International, Inc. (Filer) ", 0001103982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,844452000,627921000,582382000,MONOLITHIC POWER SYSTEMS INC (Filer) , 0001280452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinunrealizedgain-lossonavailable-for-salesecuritiesnetoftaxof-325-203and209respectively,1466000,1773000,-274000,MONOLITHIC POWER SYSTEMS INC (Filer) , 0001280452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinunrealizedgain-lossonavailable-for-salesecuritiestax,-325000,-203000,209000,MONOLITHIC POWER SYSTEMS INC (Filer) , 0001280452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinunrealizedgain-lossonavailable-for-salesecuritiestax,-325000,-203000,209000,MONOLITHIC POWER SYSTEMS INC (Filer) , 0001280452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETSALES,4598638000,4200819000,3807183000,Monster Beverage Corp (Filer) , 0000865752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saleinvestments,-110000,283000,752000,Monster Beverage Corp (Filer) , 0000865752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saleinvestments,-110000,283000,752000,Monster Beverage Corp (Filer) , 0000865752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saleinvestments,-110000,283000,752000,Monster Beverage Corp (Filer) , 0000865752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netchangeinavailable-for-saleinvestments,-110000,283000,752000,Monster Beverage Corp (Filer) , 0000865752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,5371000000,4829000000,4443000000,MOODYS CORP /DE/ (Filer) , 0001059556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossesoncashflowhedges-PreTax,-68000000,0,-1000000,MOODYS CORP /DE/ (Filer) , 0001059556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossesoncashflowhedges-PreTax,-68000000,0,-1000000,MOODYS CORP /DE/ (Filer) , 0001059556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossesoncashflowhedges-PreTax,-68000000,0,-1000000,MOODYS CORP /DE/ (Filer) , 0001059556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossesoncashflowhedges-PreTax,-68000000,0,-1000000,MOODYS CORP /DE/ (Filer) , 0001059556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossesoncashflowhedges-PreTax,-68000000,0,-1000000,MOODYS CORP /DE/ (Filer) , 0001059556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalnon-interestrevenues,41885000000,36725000000,36301000000,MORGAN STANLEY (Filer) , 0000895421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinnetunrealizedgains-lossesonavailable-for-salesecurities,1580000000,1137000000,-272000000,MORGAN STANLEY (Filer) , 0000895421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalnon-interestrevenues,11769000000.0,9424000000.0,36301000000,MORGAN STANLEY (Filer) , 0000895421,,,,10171000000.0,11814000000.0,8131000000.0,8814000000.0,9215000000.0,9272000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,8681700000.0,8906300000.0,9587300000.0,MOSAIC CO (Filer) , 0001285785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,8681700000.0,8906300000.0,9587300000.0,MOSAIC CO (Filer) , 0001285785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,8681700000.0,8906300000.0,9587300000.0,MOSAIC CO (Filer) , 0001285785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,8681700000.0,8906300000.0,9587300000.0,MOSAIC CO (Filer) , 0001285785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,7414000000,7887000000,7343000000,"Motorola Solutions, Inc. (Filer) ", 0000068505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,7414000000,7887000000,7343000000,"Motorola Solutions, Inc. (Filer) ", 0000068505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,7414000000,7887000000,7343000000,"Motorola Solutions, Inc. (Filer) ", 0000068505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Motorola Solutions, Inc. (Filer) ", 0000068505,Deferredrevenueandcosts,203000000,165000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operatingrevenues,443661000,406606000,1433984000,MSCI Inc. (Filer) , 0001408198,,,,425333000,409616000,416780000,394251000,385558000,371381000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operatingrevenues,443661000,406606000,1433984000,MSCI Inc. (Filer) , 0001408198,,,,425333000,409616000,416780000,394251000,385558000,371381000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operatingrevenues,443661000,406606000,1433984000,MSCI Inc. (Filer) , 0001408198,,,,425333000,409616000,416780000,394251000,385558000,371381000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operatingrevenues,443661000,406606000,1433984000,MSCI Inc. (Filer) , 0001408198,,,,425333000,409616000,416780000,394251000,385558000,371381000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,5627000000.0,4262000000.0,4277000000.0,"NASDAQ, INC. (Filer) ", 0001120193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,5627000000.0,4262000000.0,4277000000.0,"NASDAQ, INC. (Filer) ", 0001120193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,5627000000.0,4262000000.0,4277000000.0,"NASDAQ, INC. (Filer) ", 0001120193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"NASDAQ, INC. (Filer) ", 0001120193,Deferredrevenues,8000000,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,,,,"NetApp, Inc. (Filer) ", 0001002047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5744000000,5412000000,6146000000,,,,,,,,,,,,,,,,,,,,
Netrevenues,,,,"NetApp, Inc. (Filer) ", 0001002047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5744000000,5412000000,6146000000,,,,,,,,,,,,,,,,,,,,
Netrevenues,,,,"NetApp, Inc. (Filer) ", 0001002047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5744000000,5412000000,6146000000,,,,,,,,,,,,,,,,,,,,
Netrevenues,,,,"NetApp, Inc. (Filer) ", 0001002047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5744000000,5412000000,6146000000,,,,,,,,,,,,,,,,,,,,
,,,,"NetApp, Inc. (Filer) ", 0001002047,Deferredrevenue,226000000,242000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,24996056000,20156447000,15794341000,NETFLIX INC (Filer) , 0001065280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,9385000000,9715000000,10154000000,NEWELL BRANDS INC. (Filer) , 0000814453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,9385000000,9715000000,10154000000,NEWELL BRANDS INC. (Filer) , 0000814453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,NEWS CORP (Filer) , 0001564708,,,,,9008000000,,,10074000000,,,,,9358000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,"NIKE, Inc. (Filer) ", 0000320187,,,,,,,,,,,,,,,,,,,,,,,,,37403000000,39117000000,,,,44538000000,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,"NIKE, Inc. (Filer) ", 0000320187,,,,,,,,,,,,,,,,,,,,,,,,,37403000000,39117000000,,,,44538000000,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,"NIKE, Inc. (Filer) ", 0000320187,,,,,,,,,,,,,,,,,,,,,,,,,37403000000,39117000000,,,,44538000000,,,,,,,,,,,,,,,,,,,,,,,,
U.S.researchanddevelopmenttaxcredit,,,,"NIKE, Inc. (Filer) ", 0000320187,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,-1.0,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"NIKE, Inc. (Filer) ", 0000320187,Salesreturnreserves-1,100000000,115000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,"NIKE, Inc. (Filer) ", 0000320187,,,,,,,,,,,,,,,,,,,,,,,,,37403000000.0,39117000000.0,,,,44538000000.0,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,"NIKE, Inc. (Filer) ", 0000320187,,,,,,,,,,,,,,,,,,,,,,,,,37403000000.0,39117000000.0,,,,44538000000.0,,,,,,,,,,,,,,,,,,,,,,,,
Customerrevenues,4473200000.0,5053400000.0,4991100000.0,NISOURCE INC. (Filer) , 0001111711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customerrevenues,4473200000.0,5053400000.0,4991100000.0,NISOURCE INC. (Filer) , 0001111711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-SaleUnrealizedHoldingGain-LossArisingDuringPeriodTax,700000.0,1500000.0,-600000.0,NISOURCE INC. (Filer) , 0001111711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-SaleUnrealizedHoldingGain-LossArisingDuringPeriodTax,700000.0,1500000.0,-600000.0,NISOURCE INC. (Filer) , 0001111711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-SaleUnrealizedHoldingGain-LossArisingDuringPeriodTax,700000.0,1500000.0,-600000.0,NISOURCE INC. (Filer) , 0001111711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-SaleUnrealizedHoldingGain-LossArisingDuringPeriodTax,700000.0,1500000.0,-600000.0,NISOURCE INC. (Filer) , 0001111711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,,,,NORDSON CORP (Filer) , 0000072331,,,,,,,,,,,,,,2362209000,2121100000,,,2194226000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Railwayoperatingrevenues,9789000000,11296000000,11458000000,NORFOLK SOUTHERN CORP (Filer) , 0000702165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalNoninterestIncome,4657600000.0,4395200000.0,4337500000.0,NORTHERN TRUST CORP (Filer) , 0000073124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetUnrealizedGainsonDebtSecuritiesAvailableforSale,527799999.99999994,228900000.0,-22300000.0,NORTHERN TRUST CORP (Filer) , 0000073124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetUnrealizedGainsonDebtSecuritiesAvailableforSale,527799999.99999994,228900000.0,-22300000.0,NORTHERN TRUST CORP (Filer) , 0000073124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,36799000000,33841000000,30095000000,NORTHROP GRUMMAN CORP /DE/ (Filer) , 0001133421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenue,1279908000,6462376000,6055126000,Norwegian Cruise Line Holdings Ltd. (Filer) , 0001513761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totaloperatingrevenues,9093000000,9821000000,9478000000,"NRG ENERGY, INC. (Filer) ", 0001013871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Available-for-salesecuritiesnetofincometax,0,-19000000,1000000,"NRG ENERGY, INC. (Filer) ", 0001013871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales-Notes23and25,20139658000,22588858000,25067279000,NUCOR CORP (Filer) , 0000073309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales-Notes23and25,20139658000,22588858000,25067279000,NUCOR CORP (Filer) , 0000073309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales-Notes23and25,20139658000,22588858000,25067279000,NUCOR CORP (Filer) , 0000073309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,NVIDIA CORP (Filer) , 0001045810,,,,,,,,,,,,,,,,16675000000,,,,,,,,,,,,10918000000,,,,,,,11716000000,,,,,,,,,,,,,,,,,,,
Costofsales,-5937401000,-5849862000,-5692127000,NVR INC (Filer) , 0000906163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costofsales,-5937401000,-5849862000,-5692127000,NVR INC (Filer) , 0000906163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costofsales,-5937401000,-5849862000,-5692127000,NVR INC (Filer) , 0000906163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenuederived,,,,NVR INC (Filer) , 0000906163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,
Consolidatedrevenues,2263673000.0,1946859000.0,7004304000,NVR INC (Filer) , 0000906163,,,,1920751000.0,1588758000.0,1555707000.0,1873331000.0,1757448000.0,1643206000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consolidatedinterestincome,17479000.0,32777000.0,20181000.0,NVR INC (Filer) , 0000906163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consolidatedinterestincome,17479000.0,32777000.0,20181000.0,NVR INC (Filer) , 0000906163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consolidatedinterestincome,17479000.0,32777000.0,20181000.0,NVR INC (Filer) , 0000906163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,8612000000,8877000000,9407000000,NXP Semiconductors N.V. (Filer) , 0001413447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinnetunrealizedgains-lossesavailable-for-salesecurities*,0,0,3000000,NXP Semiconductors N.V. (Filer) , 0001413447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinnetunrealizedgains-lossesavailable-for-salesecurities*,0,0,3000000,NXP Semiconductors N.V. (Filer) , 0001413447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changeinnetunrealizedgains-lossesavailable-for-salesecurities*,0,0,3000000,NXP Semiconductors N.V. (Filer) , 0001413447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saleofnon-deductiblegoodwill,10000000.0,0.0,0.0,NXP Semiconductors N.V. (Filer) , 0001413447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saleofnon-deductiblegoodwill,10000000.0,0.0,0.0,NXP Semiconductors N.V. (Filer) , 0001413447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,11604493000,10149985000,9536428000,O REILLY AUTOMOTIVE INC (Filer) , 0000898173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,17809000000,20911000000,17824000000,OCCIDENTAL PETROLEUM CORP /DE/ (Filer) , 0000797468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,17809000000,20911000000,17824000000,OCCIDENTAL PETROLEUM CORP /DE/ (Filer) , 0000797468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,17809000000,20911000000,17824000000,OCCIDENTAL PETROLEUM CORP /DE/ (Filer) , 0000797468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenuefromoperations,4015129000,4109111000,4043695000,"OLD DOMINION FREIGHT LINE, INC. (Filer) ", 0000878927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenuefromoperations,4015129000,4109111000,4043695000,"OLD DOMINION FREIGHT LINE, INC. (Filer) ", 0000878927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,13171100000.0,14953700000.0,15290200000.0,OMNICOM GROUP INC. (Filer) , 0000029989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,5255000000.0,5517900000,5878300000,ON SEMICONDUCTOR CORP (Filer) , 0001097864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,5255000000.0,5517900000,5878300000,ON SEMICONDUCTOR CORP (Filer) , 0001097864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,5255000000.0,5517900000,5878300000,ON SEMICONDUCTOR CORP (Filer) , 0001097864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
